0,11,108,0.13436424411240122
1,81,36,0.8474337369372327
2,89,15,0.763774618976614
3,77,16,0.2550690257394217
4,118,63,0.49543508709194095
5,52,65,0.4494910647887381
6,0,70,0.651592972722763
7,33,104,0.7887233511355132
8,45,7,0.0938595867742349
9,120,120,0.02834747652200631
10,128,47,0.8357651039198697
11,119,125,0.43276706790505337
12,14,94,0.762280082457942
13,138,78,0.0021060533511106927
14,28,128,0.4453871940548014
15,22,97,0.7215400323407826
16,103,13,0.22876222127045265
17,50,121,0.9452706955539223
18,42,77,0.9014274576114836
19,30,130,0.030589983033553536
20,29,106,0.0254458609934608
21,40,21,0.5414124727934966
22,19,148,0.9391491627785106
23,3,89,0.38120423768821243
24,113,24,0.21659939713061338
25,131,59,0.4221165755827173
26,59,133,0.029040787574867943
27,100,138,0.22169166627303505
28,68,71,0.43788759365057206
29,66,34,0.49581224138185065
30,102,66,0.23308445025757263
31,91,112,0.2308665415409843
32,135,52,0.2187810373376886
33,74,110,0.4596034657377336
34,126,98,0.28978161459048557
35,35,19,0.021489705265908876
36,88,127,0.8375779756625729
37,31,103,0.5564543226524334
38,47,86,0.6422943629324456
39,60,54,0.1859062658947177
40,18,68,0.9925434121760651
41,133,44,0.8599465287952899
42,70,56,0.12088995980580641
43,80,20,0.3326951853601291
44,23,143,0.7214844075832684
45,110,6,0.7111917696952796
46,111,9,0.9364405867994596
47,116,30,0.4221069999614152
48,137,132,0.830035693274327
49,97,22,0.670305566414071
50,108,116,0.3033685109329176
51,84,145,0.5875806061435594
52,61,18,0.8824790008318577
53,69,0,0.8461974184283128
54,10,74,0.5052838205796004
55,8,124,0.5890022579825517
56,149,109,0.034525830151341586
57,87,90,0.24273997354306764
58,46,62,0.7974042475543028
59,96,55,0.4143139993007743
60,141,101,0.17300740157905092
61,67,17,0.548798761388153
62,83,4,0.7030407620656315
63,62,114,0.6744858305023272
64,93,67,0.3747030205016403
65,136,2,0.4389616300445631
66,92,28,0.5084264882499818
67,34,72,0.7784426150001458
68,105,85,0.5209384176131452
69,54,95,0.39325509496422606
70,43,12,0.4896935204622582
71,17,139,0.029574963966907064
72,78,91,0.04348729035652743
73,94,38,0.703382088603836
74,142,135,0.9831877173096739
75,98,134,0.5931837303800576
76,36,142,0.393599686377914
77,51,126,0.17034919685568128
78,143,93,0.5022385584334831
79,2,49,0.9820766375385342
80,85,141,0.7705231398308006
81,64,43,0.5396174484497788
82,145,82,0.8602897789205496
83,49,73,0.23217612806301458
84,13,83,0.513771663187637
85,63,87,0.9524673882682695
86,24,117,0.5777948078012031
87,106,11,0.45913173191066836
88,55,35,0.2692794774414212
89,86,146,0.5479963094662489
90,73,46,0.9571162814602269
91,26,31,0.005709129450392925
92,12,129,0.7836552326153898
93,44,39,0.8204859119254819
94,25,136,0.8861795808260082
95,48,102,0.7405034118331963
96,107,149,0.8091399008724796
97,65,33,0.518678283523002
98,79,45,0.561357864778379
99,90,84,0.4260906796881502
100,99,60,0.05612329752074041
101,21,88,0.8700101551766398
102,58,69,0.5699993338763802
103,124,99,0.19983942017714307
104,125,79,0.5047204674288633
105,104,123,0.48492511222773416
106,75,27,0.3567899645449557
107,147,32,0.3460779190181549
108,71,14,0.5384787957378443
109,1,58,0.6234894527975051
110,16,119,0.6124524647827256
111,127,140,0.4581468000997244
112,72,113,0.027974984083842358
113,53,8,0.22960503127702392
114,20,51,0.1772112589385827
115,95,131,0.5844608707784413
116,38,50,0.8610088608533248
117,117,57,0.798438940577426
118,122,137,0.7970975626354962
119,121,76,0.8164373705606909
120,130,92,0.25529404008730594
121,144,37,0.841744832274096
122,39,118,0.6731135254387071
123,6,100,0.08323413780389788
124,112,1,0.0166906301155596
125,27,3,0.014559974924812313
126,123,5,0.7555867752521982
127,32,81,0.2495592256534228
128,76,53,0.10948862729435938
129,15,25,0.6248020841524763
130,140,80,0.3444228640964949
131,82,122,0.06951537853084733
132,146,64,0.1596255246938475
133,7,75,0.5273803990480128
134,134,96,0.16814494622242826
135,148,111,0.2729144368186801
136,115,26,0.7115899271852729
137,132,40,0.4547016300456639
138,56,144,0.3220017663873259
139,139,42,0.4737710141702789
140,109,115,0.023634577631987064
141,129,147,0.38655710476146987
142,114,41,0.4209186792090759
143,41,107,0.18803930475131292
144,9,61,0.10876169244541334
145,37,48,0.8998185003560202
146,101,10,0.5101159809286764
147,4,29,0.2090909925517701
148,57,105,0.6056486400340165
149,5,23,0.8170396683778869
